Database	Sample	Frac_unclassified	Count_unclassified
miBC-47	SRR7691158_1_kneaddata_paired.out	 87.30	5508905
miBC-47	SRR7691159_1_kneaddata_paired.out	 89.49	6859942
miBC-47	SRR7691160_1_kneaddata_paired.out	 90.73	4691079
miBC-47	SRR7691161_1_kneaddata_paired.out	 91.49	5797674
miBC-47	SRR7691162_1_kneaddata_paired.out	 90.48	5434992
miBC-47	SRR7691163_1_kneaddata_paired.out	 90.74	9063194
miBC-47	SRR7691164_1_kneaddata_paired.out	 89.68	6879217
miBC-47	SRR7691165_1_kneaddata_paired.out	 91.24	5449304
miBC-47	SRR7691166_1_kneaddata_paired.out	 91.41	6701806
miBC-47	SRR7691167_1_kneaddata_paired.out	 91.27	4727107
miBC-47	SRR7691168_1_kneaddata_paired.out	 90.88	4365568
miBC-47	SRR7691169_1_kneaddata_paired.out	 88.77	5673743
miBC-47	SRR7691170_1_kneaddata_paired.out	 89.73	5097065
miBC-47	SRR7691171_1_kneaddata_paired.out	 88.60	4970529
miBC-47	SRR7691172_1_kneaddata_paired.out	 89.21	4425261
miBC-47	SRR7691173_1_kneaddata_paired.out	 90.14	12779675
miBC-47	SRR7691174_1_kneaddata_paired.out	 86.10	6054664
miBC-47	SRR7761320_1_kneaddata_paired.out	 79.60	16904770
miBC-47	SRR7761321_1_kneaddata_paired.out	 84.89	9392133
miBC-47	SRR7761322_1_kneaddata_paired.out	 86.08	8914393
miBC-47	SRR7761323_1_kneaddata_paired.out	 86.10	12251809
miBC-47	SRR7761324_1_kneaddata_paired.out	 82.73	15335953
miBC-47	SRR7761325_1_kneaddata_paired.out	 81.85	6924402
miBC-47	SRR7761326_1_kneaddata_paired.out	 82.55	17247549
miBC-47	SRR7761327_1_kneaddata_paired.out	 87.08	16759161
miBC-47	SRR7761328_1_kneaddata_paired.out	 85.37	16561327
miBC-47	SRR7761329_1_kneaddata_paired.out	 87.09	12398214
miBC-47	SRR7761330_1_kneaddata_paired.out	 82.38	15288890
miBC-47	SRR7761331_1_kneaddata_paired.out	 85.37	12234604
miBC-47	SRR7761332_1_kneaddata_paired.out	 68.61	9149546
miBC-47	SRR7761333_1_kneaddata_paired.out	 86.62	14094160
miBC-47	SRR7761334_1_kneaddata_paired.out	 92.51	6439427
miBC-47	SRR7761335_1_kneaddata_paired.out	 79.11	11403953
miBC-47	SRR7762551_1_kneaddata_paired.out	 87.09	12398230
miBC-47	SRR7762552_1_kneaddata_paired.out	 82.55	17247496
miBC-47	SRR7762553_1_kneaddata_paired.out	 85.37	12234682
miBC-47	SRR7762554_1_kneaddata_paired.out	 81.85	6924268
miBC-47	SRR7762555_1_kneaddata_paired.out	 87.08	16759086
miBC-47	SRR7762556_1_kneaddata_paired.out	 82.38	15288834
miBC-47	SRR7762557_1_kneaddata_paired.out	 68.61	9149611
miBC-47	SRR7762558_1_kneaddata_paired.out	 79.60	16904719
miBC-47	SRR7762559_1_kneaddata_paired.out	 86.63	14094144
miBC-47	SRR7762560_1_kneaddata_paired.out	 86.10	12251747
miBC-47	SRR7762561_1_kneaddata_paired.out	 86.08	8914347
miBC-47	SRR7762562_1_kneaddata_paired.out	 85.37	16561460
miBC-47	SRR7762563_1_kneaddata_paired.out	 92.51	6439579
miBC-47	SRR7762564_1_kneaddata_paired.out	 82.73	15335983
miBC-47	SRR7762565_1_kneaddata_paired.out	 79.11	11404051
miBC-47	SRR7762566_1_kneaddata_paired.out	 84.89	9392119
miBC-47	SRR7981748_1_kneaddata_paired.out	 88.80	13054456
miBC-47	SRR7981749_1_kneaddata_paired.out	 91.47	14629488
miBC-47	SRR7981750_1_kneaddata_paired.out	 93.10	14100108
miBC-47	SRR7981751_1_kneaddata_paired.out	 91.92	16567873
miBC-47	SRR7981752_1_kneaddata_paired.out	 89.15	17605729
miBC-47	SRR7981753_1_kneaddata_paired.out	 90.69	15531844
miBC-47	SRR7981754_1_kneaddata_paired.out	 91.28	16081690
miBC-47	SRR7981755_1_kneaddata_paired.out	 91.18	17636526
miBC-47	SRR7981756_1_kneaddata_paired.out	 92.22	14573228
miBC-47	SRR7981757_1_kneaddata_paired.out	 90.50	15833071
miBC-47	SRR8244674_1_kneaddata_paired.out	 90.29	37238449
miBC-47	SRR8244675_1_kneaddata_paired.out	 87.72	17057927
miBC-47	SRR8244676_1_kneaddata_paired.out	 93.20	8759569
miBC-47	SRR8244677_1_kneaddata_paired.out	 87.02	19038625
miBC-47	SRR8244678_1_kneaddata_paired.out	 91.26	30473261
miBC-47	SRR8244679_1_kneaddata_paired.out	 88.23	5017848
miBC-47	SRR8244680_1_kneaddata_paired.out	 92.11	13202497
miBC-47	SRR8244681_1_kneaddata_paired.out	 91.17	15227216
miBC-47	SRR8244682_1_kneaddata_paired.out	 89.92	5386947
miBC-47	SRR8244683_1_kneaddata_paired.out	 89.35	1551125
miBC-47	SRR8244684_1_kneaddata_paired.out	 87.91	6730442
miBC-47	SRR8244685_1_kneaddata_paired.out	 90.00	25586221
miBC-47	SRR8244686_1_kneaddata_paired.out	 87.50	8725652
miBC-47	SRR8244687_1_kneaddata_paired.out	 84.36	3166128
miBC-47	SRR8244688_1_kneaddata_paired.out	 83.83	5264732
miBC-47	SRR8244689_1_kneaddata_paired.out	 87.02	22309828
miBC-47	SRR8244690_1_kneaddata_paired.out	 88.45	18676850
miBC-47	SRR8244691_1_kneaddata_paired.out	 64.60	7102697
miBC-47	SRR8244692_1_kneaddata_paired.out	 87.63	972038
miBC-47	SRR8244693_1_kneaddata_paired.out	 87.28	1301551
miBC-47	SRR8244694_1_kneaddata_paired.out	 91.11	7570861
miBC-47	SRR8244695_1_kneaddata_paired.out	 85.84	1328156
miBC-47	SRR8244696_1_kneaddata_paired.out	 76.08	5296852
miBC-47	SRR8244697_1_kneaddata_paired.out	 88.68	526264
miBC-47	SRR8244698_1_kneaddata_paired.out	 88.61	8152899
miBC-47	SRR8244699_1_kneaddata_paired.out	 88.05	20672133
miBC-47	SRR8244700_1_kneaddata_paired.out	 93.92	1460402
miBC-47	SRR8244701_1_kneaddata_paired.out	 88.61	52817
miBC-47	SRR8244702_1_kneaddata_paired.out	 90.98	1649727
miBC-47	SRR8244703_1_kneaddata_paired.out	 88.44	9727213
miBC-47	SRR8244704_1_kneaddata_paired.out	 93.17	1988213
miBC-47	SRR8244705_1_kneaddata_paired.out	 90.55	24838918
miBC-47	SRR8244706_1_kneaddata_paired.out	 88.97	11712672
miBC-47	SRR8244707_1_kneaddata_paired.out	 92.01	6173962
miBC-47	SRR8244708_1_kneaddata_paired.out	 91.70	2431660
miBC-47	SRR8244709_1_kneaddata_paired.out	 87.86	9384093
miBC-47	SRR8244710_1_kneaddata_paired.out	 92.24	1404795
miBC-47	SRR8244711_1_kneaddata_paired.out	 86.36	21305542
miBC-47	SRR8244712_1_kneaddata_paired.out	 91.05	6581023
miBC-47	SRR8244713_1_kneaddata_paired.out	 87.09	2229873
miBC-47	SRR8244714_1_kneaddata_paired.out	 82.24	15111909
miBC-47	SRR8244715_1_kneaddata_paired.out	 85.25	2718830
miBC-47	SRR8244716_1_kneaddata_paired.out	 88.82	1827383
miBC-47	SRR8244717_1_kneaddata_paired.out	 85.93	4901459
miBC-47	SRR8244718_1_kneaddata_paired.out	 88.71	4788558
miBC-47	SRR8244719_1_kneaddata_paired.out	 90.25	4399034
miBC-47	SRR8244720_1_kneaddata_paired.out	 86.45	11347251
miBC-47	SRR8244721_1_kneaddata_paired.out	 88.38	214469
miBC-47	SRR8244722_1_kneaddata_paired.out	 91.70	9490473
miBC-47	SRR8244723_1_kneaddata_paired.out	 92.00	5198651
miBC-47	SRR8291345_1_kneaddata_paired.out	 86.74	19340721
miBC-47	SRR8291346_1_kneaddata_paired.out	 85.55	13258032
miBC-47	SRR8291347_1_kneaddata_paired.out	 85.05	24084534
miBC-47	SRR8291348_1_kneaddata_paired.out	 86.05	20270321
miBC-47	SRR8291350_1_kneaddata_paired.out	 85.36	22352811
miBC-47	SRR8291351_1_kneaddata_paired.out	 86.53	24671380
miBC-47	SRR8291352_1_kneaddata_paired.out	 86.74	22851443
miBC-47	SRR8291368_1_kneaddata_paired.out	 86.38	21032086
miBC-47	SRR8443399_1_kneaddata_paired.out	 87.76	12187793
miBC-47	SRR8443400_1_kneaddata_paired.out	 87.92	11951002
miBC-47	SRR8443401_1_kneaddata_paired.out	 87.44	11311274
miBC-47	SRR8443402_1_kneaddata_paired.out	 87.53	10288161
miBC-47	SRR8443405_1_kneaddata_paired.out	 87.21	11943765
miBC-47	SRR8443406_1_kneaddata_paired.out	 88.39	11161648
miBC-47	SRR8443407_1_kneaddata_paired.out	 86.05	12202268
miBC-47	SRR8443408_1_kneaddata_paired.out	 88.83	11874565
miBC-47	SRR8443409_1_kneaddata_paired.out	 87.61	7776459
miBC-47	SRR8443410_1_kneaddata_paired.out	 86.31	20903356
miBC-47	SRR8443415_1_kneaddata_paired.out	 86.26	11666225
miBC-47	SRR8443416_1_kneaddata_paired.out	 87.11	14543606
miBC-47	SRR8609100_1_kneaddata_paired.out	 86.71	10282929
miBC-47	SRR8609101_1_kneaddata_paired.out	 87.22	11790508
miBC-47	SRR8609102_1_kneaddata_paired.out	 86.41	9373849
miBC-47	SRR8609103_1_kneaddata_paired.out	 88.50	10245026
miBC-47	SRR8609104_1_kneaddata_paired.out	 86.97	4557399
miBC-47	SRR8609105_1_kneaddata_paired.out	 88.61	8578635
miBC-47	SRR8609106_1_kneaddata_paired.out	 86.57	6355507
miBC-47	SRR8609107_1_kneaddata_paired.out	 87.43	16638478
miBC-47	SRR8609108_1_kneaddata_paired.out	 88.17	6392760
miBC-47	SRR8909024_1_kneaddata_paired.out	 83.54	3041552
miBC-47	SRR8909025_1_kneaddata_paired.out	 83.42	2897703
miBC-47	SRR8909026_1_kneaddata_paired.out	 89.02	5020022
miBC-47	SRR8909027_1_kneaddata_paired.out	 87.69	5657019
miBC-47	SRR8909029_1_kneaddata_paired.out	 83.42	3413131
miBC-47	SRR8909036_1_kneaddata_paired.out	 88.23	4660339
miBC-47	SRR8909037_1_kneaddata_paired.out	 88.64	6146107
miBC-47	SRR8909038_1_kneaddata_paired.out	 87.78	3792243
miBC-47	SRR8909040_1_kneaddata_paired.out	 83.80	2981518
miBC-47	SRR8909046_1_kneaddata_paired.out	 87.24	2826291
miBC-47	SRR8909052_1_kneaddata_paired.out	 77.44	2700504
miBC-47	SRR8909053_1_kneaddata_paired.out	 84.60	3138596
miBC-47	SRR8909054_1_kneaddata_paired.out	 79.18	2384605
miBC-47	SRR8909055_1_kneaddata_paired.out	 77.57	2905413
miBC-47	SRR8909058_1_kneaddata_paired.out	 85.03	2825424
miBC-47	SRR8909073_1_kneaddata_paired.out	 86.33	4743402
miBC-47	SRR8909078_1_kneaddata_paired.out	 90.05	5197076
miBC-47	SRR8909080_1_kneaddata_paired.out	 86.57	4823941
miBC-47	SRR8909081_1_kneaddata_paired.out	 89.62	5149437
miBC-47	SRR8909083_1_kneaddata_paired.out	 85.86	4515123
miBC-47	SRR9047463_1_kneaddata_paired.out	 94.26	6099333
miBC-47	SRR9047467_1_kneaddata_paired.out	 86.34	8411513
miBC-47	SRR9047469_1_kneaddata_paired.out	 95.22	1769405
miBC-47	SRR9047471_1_kneaddata_paired.out	 92.46	1482925
miBC-47	SRR9047472_1_kneaddata_paired.out	 84.87	2820748
miBC-47	SRR9157333_1_kneaddata_paired.out	 85.01	3211071
miBC-47	SRR9157334_1_kneaddata_paired.out	 83.18	2647596
miBC-47	SRR9157335_1_kneaddata_paired.out	 89.50	1916285
miBC-47	SRR9157336_1_kneaddata_paired.out	 88.56	831284
miBC-47	SRR9157337_1_kneaddata_paired.out	 84.65	3510555
miBC-47	SRR9157338_1_kneaddata_paired.out	 88.74	937938
miBC-47	SRR9157339_1_kneaddata_paired.out	 85.40	2037855
miBC-47	SRR9157340_1_kneaddata_paired.out	 85.58	1306817
miBC-47	SRR9157345_1_kneaddata_paired.out	 81.10	972269
miBC-47	SRR916930_kneaddata.out	 93.78	17388991
miBC-47	SRR9205126_1_kneaddata_paired.out	 88.67	19632399
miBC-47	SRR9205127_1_kneaddata_paired.out	 85.84	19153701
miBC-47	SRR9205128_1_kneaddata_paired.out	 86.92	17054970
miBC-47	SRR9205129_1_kneaddata_paired.out	 87.20	20137278
miBC-47	SRR9205130_1_kneaddata_paired.out	 88.54	15102476
miBC-47	SRR9205131_1_kneaddata_paired.out	 88.66	13565029
miBC-47	SRR9205132_1_kneaddata_paired.out	 87.38	18364575
miBC-47	SRR9205133_1_kneaddata_paired.out	 88.55	21643327
miBC-47	SRR9205134_1_kneaddata_paired.out	 87.74	15980164
miBC-47	SRR9205135_1_kneaddata_paired.out	 87.55	15485692
miBC-47	SRR9205136_1_kneaddata_paired.out	 86.16	25334846
miBC-47	SRR9205137_1_kneaddata_paired.out	 86.69	30125257
miBC-47	SRR9205138_1_kneaddata_paired.out	 85.14	17771033
miBC-47	SRR9205139_1_kneaddata_paired.out	 84.70	21400886
miBC-47	SRR9205146_1_kneaddata_paired.out	 82.53	13600663
miBC-47	SRR9205147_1_kneaddata_paired.out	 84.31	6772581
miBC-47	SRR9205148_1_kneaddata_paired.out	 84.80	21697092
miBC-47	SRR9205149_1_kneaddata_paired.out	 83.59	14710492
miBC-47	SRR9205150_1_kneaddata_paired.out	 84.67	8748244
miBC-47	SRR9205151_1_kneaddata_paired.out	 85.24	20256963
miBC-47	SRR9205152_1_kneaddata_paired.out	 86.58	24825842
miBC-47	SRR9205153_1_kneaddata_paired.out	 84.05	532215
miBC-47	SRR9205154_1_kneaddata_paired.out	 76.12	13309740
miBC-47	SRR9205155_1_kneaddata_paired.out	 85.85	15477377
miBC-47	SRR9205157_1_kneaddata_paired.out	 86.59	20446322
miBC-47	SRR9205166_1_kneaddata_paired.out	 89.58	38579263
miBC-47	SRR9205167_1_kneaddata_paired.out	 87.86	20144993
miBC-47	SRR9205168_1_kneaddata_paired.out	 87.37	19731442
miBC-47	SRR9205169_1_kneaddata_paired.out	 89.10	34188692
miBC-47	SRR959100_kneaddata.out	 89.70	20457090
miBC-47	SRR959124_kneaddata.out	 89.70	32055846
miBC-47	SRR959127_kneaddata.out	 90.11	25558372
miBC-47	SRR9677887_1_kneaddata_paired.out	 91.41	5758770
miBC-47	SRR9677888_1_kneaddata_paired.out	 89.89	6234335
miBC-47	SRR9677889_1_kneaddata_paired.out	 88.23	5457126
miBC-47	SRR9677890_1_kneaddata_paired.out	 77.73	2958982
miBC-47	SRR9677891_1_kneaddata_paired.out	 53.86	2249473
miBC-47	SRR9677892_1_kneaddata_paired.out	 93.50	5705110
miBC-47	SRR9677893_1_kneaddata_paired.out	 90.81	4813999
miBC-47	SRR9677894_1_kneaddata_paired.out	 92.93	6208928
miBC-47	SRR9677895_1_kneaddata_paired.out	 93.16	5814647
miBC-47	SRR9677896_1_kneaddata_paired.out	 88.92	5647101
miBC-47	SRR9677897_1_kneaddata_paired.out	 88.32	4867912
miBC-47	SRR9677898_1_kneaddata_paired.out	 89.97	5347546
miBC-47	SRR9677899_1_kneaddata_paired.out	 91.08	4829971
miBC-47	SRR9677900_1_kneaddata_paired.out	 25.62	663550
miBC-47	SRR9677901_1_kneaddata_paired.out	 28.14	616003
miBC-47	SRR9677902_1_kneaddata_paired.out	 54.64	1232522
miBC-47	SRR9677903_1_kneaddata_paired.out	 76.90	1669503
miBC-47	SRR9677904_1_kneaddata_paired.out	 69.81	3654433
miBC-47	SRR9677905_1_kneaddata_paired.out	 66.55	3790685
miBC-47	SRR9677906_1_kneaddata_paired.out	 67.63	894485
miBC-47	SRR9677907_1_kneaddata_paired.out	 90.36	3756641
miBC-47	SRR9677908_1_kneaddata_paired.out	 89.00	3823848
miBC-47	SRR9677909_1_kneaddata_paired.out	 89.64	2174107
miBC-47	SRR9677910_1_kneaddata_paired.out	 93.83	4807479
miBC-47	SRR9677911_1_kneaddata_paired.out	 91.31	6576441
miBC-47	SRR9677912_1_kneaddata_paired.out	 57.88	539510
miBC-47	SRR9677913_1_kneaddata_paired.out	 46.43	2639491
miBC-47	SRR9677914_1_kneaddata_paired.out	 87.39	2177806
miBC-47	SRR9677915_1_kneaddata_paired.out	 88.36	3122773
miBC-47	SRR9677916_1_kneaddata_paired.out	 85.36	4391944
miBC-47	SRR9677917_1_kneaddata_paired.out	 45.96	318045
miBC-47	SRR9677918_1_kneaddata_paired.out	 69.23	356588
miBC-47	SRR9677919_1_kneaddata_paired.out	 91.08	4779058
miBC-47	SRR9677920_1_kneaddata_paired.out	 92.15	4728373
miBC-47	SRR9677921_1_kneaddata_paired.out	 25.62	1151425
miBC-47	SRR9677922_1_kneaddata_paired.out	 90.13	4812892
miBC-47	SRR9677923_1_kneaddata_paired.out	 93.07	4317655
miBC-47	SRR9677924_1_kneaddata_paired.out	 89.63	4800059
miBC-47	SRR9677925_1_kneaddata_paired.out	 81.12	3289031
miBC-47	SRR9677926_1_kneaddata_paired.out	 83.23	2771981
miBC-47	SRR9677927_1_kneaddata_paired.out	 26.75	663756
miBC-47	SRR9677928_1_kneaddata_paired.out	 64.22	2435044
miBC-47	SRR9677929_1_kneaddata_paired.out	 90.14	5051787
miBC-47	SRR9677930_1_kneaddata_paired.out	 92.05	4990505
miBC-47	SRR9677931_1_kneaddata_paired.out	 92.27	5519118
miBC-47	SRR9677932_1_kneaddata_paired.out	 92.07	4196767
miBC-47	SRR9677933_1_kneaddata_paired.out	 91.25	6487781
miBC-47	SRR9677934_1_kneaddata_paired.out	 94.23	4349355
miBC-47	SRR9677935_1_kneaddata_paired.out	 90.02	3890832
miBC-47	SRR9677936_1_kneaddata_paired.out	 94.69	4816195
miBC-47	SRR9677937_1_kneaddata_paired.out	 89.72	5665040
miBC-47	SRR9677938_1_kneaddata_paired.out	 90.44	4449445
miBC-47	SRR9677939_1_kneaddata_paired.out	 92.78	5695875
miBC-47	SRR9677940_1_kneaddata_paired.out	 89.41	3892966
miBC-47	SRR9677941_1_kneaddata_paired.out	 93.31	6739098
miBC-47	SRR9677942_1_kneaddata_paired.out	 92.36	5830063
miBC-47	SRR9677943_1_kneaddata_paired.out	 90.92	4710037
miBC-47	SRR9677944_1_kneaddata_paired.out	 92.47	4896511
miBC-47	SRR9677945_1_kneaddata_paired.out	 89.92	6179578
miBC-47	SRR9677946_1_kneaddata_paired.out	 92.95	5369559
miBC-47	SRR9677947_1_kneaddata_paired.out	 90.63	4771759
miBC-47	SRR9677948_1_kneaddata_paired.out	 21.24	896357
miBC-47	SRR9677949_1_kneaddata_paired.out	 85.15	4788349
miBC-47	SRR9677950_1_kneaddata_paired.out	 53.46	2513478
miBC-47	SRR9677951_1_kneaddata_paired.out	 88.59	6549689
miBC-47	SRR9677952_1_kneaddata_paired.out	 30.69	1141575
miBC-47	SRR9677953_1_kneaddata_paired.out	 39.24	2404483
miBC-47	SRR9677954_1_kneaddata_paired.out	 31.74	620471
miBC-47	SRR9677955_1_kneaddata_paired.out	 87.66	5071237
miBC-47	SRR9677956_1_kneaddata_paired.out	 89.68	5254797
miBC-47	SRR9677957_1_kneaddata_paired.out	 92.08	4976760
miBC-47	SRR9677958_1_kneaddata_paired.out	 84.39	3897542
miBC-47	SRR9677959_1_kneaddata_paired.out	 90.88	4435419
miBC-47	SRR9677960_1_kneaddata_paired.out	 34.70	1335632
miBC-47	SRR9677961_1_kneaddata_paired.out	 91.09	4994255
miBC-47	SRR9677962_1_kneaddata_paired.out	 92.53	4411291
miBC-47	SRR9677963_1_kneaddata_paired.out	 92.08	6045064
miBC-47	SRR9677964_1_kneaddata_paired.out	 92.74	5033634
miBC-47	SRR9677965_1_kneaddata_paired.out	 92.68	4565510
miBC-47	SRR9677966_1_kneaddata_paired.out	 91.22	7111242
miBC-47	SRR9677967_1_kneaddata_paired.out	 92.47	6051371
miBC-47	SRR9677968_1_kneaddata_paired.out	 89.18	4554778
miBC-47	SRR9677969_1_kneaddata_paired.out	 91.01	4541039
miBC-47	SRR9677970_1_kneaddata_paired.out	 90.59	4338943
miBC-47	SRR9677971_1_kneaddata_paired.out	 91.92	2574030
miBC-47	SRR9677972_1_kneaddata_paired.out	 89.83	3223762
miBC-47	SRR9677973_1_kneaddata_paired.out	 91.83	5858668
miBC-47	SRR9677974_1_kneaddata_paired.out	 89.26	4479550
miBC-47	SRR9677975_1_kneaddata_paired.out	 92.76	5067985
miBC-47	SRR9677976_1_kneaddata_paired.out	 92.68	5568307
miBC-47	SRR9677977_1_kneaddata_paired.out	 92.74	4915173
miBC-47	SRR9677978_1_kneaddata_paired.out	 90.92	5078098
miBC-47	SRR9677979_1_kneaddata_paired.out	 90.74	2816950
miBC-47	SRR9677980_1_kneaddata_paired.out	 91.79	5220733
miBC-47	SRR9677981_1_kneaddata_paired.out	 92.22	4752308
miBC-47	SRR9677982_1_kneaddata_paired.out	 91.14	5342193
miBC-47	SRR9677983_1_kneaddata_paired.out	 93.21	5995647
miBC-47	SRR9677984_1_kneaddata_paired.out	 91.34	3532335
miBC-47	SRR9677985_1_kneaddata_paired.out	 90.97	3597766
miBC-47	SRR9677986_1_kneaddata_paired.out	 91.96	2140275
miBC-47	SRR9677987_1_kneaddata_paired.out	 90.63	3274031
miBC-47	SRR9677988_1_kneaddata_paired.out	 90.94	3344666
miBC-47	SRR9677989_1_kneaddata_paired.out	 90.34	3913376
miBC-47	SRR9677990_1_kneaddata_paired.out	 91.94	6251821
miBC-47	SRR9677991_1_kneaddata_paired.out	 90.69	5322434
miBC-47	SRR9677992_1_kneaddata_paired.out	 91.64	4035063
miBC-47	SRR9677993_1_kneaddata_paired.out	 91.40	4938112
miBC-47	SRR9677994_1_kneaddata_paired.out	 93.65	4689087
miBC-47	SRR9677995_1_kneaddata_paired.out	 93.41	4219291
miBC-47	SRR9677996_1_kneaddata_paired.out	 37.37	1192412
miBC-47	SRR9677997_1_kneaddata_paired.out	 20.74	1012368
miBC-47	SRR9677998_1_kneaddata_paired.out	 83.74	3535438
miBC-47	SRR9677999_1_kneaddata_paired.out	 85.68	3668186
miBC-47	SRR9678000_1_kneaddata_paired.out	 80.27	3475702
miBC-47	SRR9678001_1_kneaddata_paired.out	 44.38	1839255
miBC-47	SRR9678002_1_kneaddata_paired.out	 33.20	1151686
miBC-47	SRR9678003_1_kneaddata_paired.out	 36.07	907156
miBC-47	SRR9678004_1_kneaddata_paired.out	 91.04	6505606
miBC-47	SRR9678005_1_kneaddata_paired.out	 82.61	5853194
miBC-47	SRR9678006_1_kneaddata_paired.out	 58.99	2554481
miBC-47	SRR9678007_1_kneaddata_paired.out	 35.31	1624633
miBC-47	SRR9678008_1_kneaddata_paired.out	 22.51	941408
miBC-47	SRR9678009_1_kneaddata_paired.out	 28.64	1426510
miBC-47	SRR9678010_1_kneaddata_paired.out	 82.17	3880571
miBC-47	SRR9678011_1_kneaddata_paired.out	 75.45	2523748
miBC-47	SRR9678012_1_kneaddata_paired.out	 82.64	3658365
miBC-47	SRR9678013_1_kneaddata_paired.out	 88.62	5861143
miBC-47	SRR9678014_1_kneaddata_paired.out	 89.78	5204661
miBC-47	SRR9678015_1_kneaddata_paired.out	 70.28	2947345
miBC-47	T1_TMAO_B10_PL22_kneaddata.out	 94.35	6520944
miBC-47	T2_TMAO_B12_PL24_kneaddata.out	 93.41	3999830
miBC-47	T3_TMAO_C8_PL32_kneaddata.out	 93.55	10908417
miBC-47	T4_TMAO_D10_PL46_kneaddata.out	 94.67	6258824
miBC-47	T5_TMAO_E1_PL49_kneaddata.out	 95.34	5319968
PUBLIC-274	C1_chow_A2_PL2_kneaddata.out	 60.25	3323930
PUBLIC-274	C2_chow_A6_PL6_kneaddata.out	 63.30	4871970
PUBLIC-274	C3_chow_C10_PL34_kneaddata.out	 65.56	4586203
PUBLIC-274	C4_chow_C12_PL36_kneaddata.out	 68.83	4821614
PUBLIC-274	C5_chow_D2_PL38_kneaddata.out	 57.37	3654702
PUBLIC-274	DRR014734_1_kneaddata_paired.out	 46.50	19655851
PUBLIC-274	DRR014782_1_kneaddata_paired.out	 55.83	21912402
PUBLIC-274	DRR014783_1_kneaddata_paired.out	 47.50	19582165
PUBLIC-274	DRR014784_1_kneaddata_paired.out	 55.72	29635909
PUBLIC-274	DRR014785_1_kneaddata_paired.out	 55.95	23862687
PUBLIC-274	DRR014786_1_kneaddata_paired.out	 58.51	24486327
PUBLIC-274	DRR121530_1_kneaddata_paired.out	 40.07	820373
PUBLIC-274	DRR121531_1_kneaddata_paired.out	 40.76	1006388
PUBLIC-274	DRR121532_1_kneaddata_paired.out	 40.45	972620
PUBLIC-274	DRR121533_1_kneaddata_paired.out	 50.10	1075411
PUBLIC-274	DRR121534_1_kneaddata_paired.out	 50.28	1205178
PUBLIC-274	DRR121535_1_kneaddata_paired.out	 50.40	851073
PUBLIC-274	DRR121536_1_kneaddata_paired.out	 39.31	913353
PUBLIC-274	DRR121537_1_kneaddata_paired.out	 39.50	982677
PUBLIC-274	DRR121538_1_kneaddata_paired.out	 39.79	830878
PUBLIC-274	DRR121539_1_kneaddata_paired.out	 72.57	1734823
PUBLIC-274	DRR121540_1_kneaddata_paired.out	 72.81	1481920
PUBLIC-274	DRR121541_1_kneaddata_paired.out	 73.14	1179061
PUBLIC-274	DRR121542_1_kneaddata_paired.out	 62.34	1137874
PUBLIC-274	DRR121543_1_kneaddata_paired.out	 62.41	1232883
PUBLIC-274	DRR121544_1_kneaddata_paired.out	 62.78	1140964
PUBLIC-274	E1_choline_B2_PL14_kneaddata.out	 55.31	4812657
PUBLIC-274	E2_choline_B5_PL17_kneaddata.out	 57.13	3806265
PUBLIC-274	E3_choline_E7_PL55_kneaddata.out	 44.35	2493144
PUBLIC-274	E4_choline_E9_PL57_kneaddata.out	 60.57	2884985
PUBLIC-274	E5_choline_E10_PL58_kneaddata.out	 57.18	3732892
PUBLIC-274	ERR1145758_1_kneaddata_paired.out	 46.53	16262344
PUBLIC-274	ERR1145759_1_kneaddata_paired.out	 62.49	1802376
PUBLIC-274	ERR1562569_1_kneaddata_paired.out	 51.06	1751114
PUBLIC-274	ERR1562570_1_kneaddata_paired.out	 51.85	1718105
PUBLIC-274	ERR1562571_1_kneaddata_paired.out	 55.22	2159620
PUBLIC-274	ERR1562572_1_kneaddata_paired.out	 55.04	2662241
PUBLIC-274	ERR1562573_1_kneaddata_paired.out	 53.14	3244460
PUBLIC-274	ERR1562574_1_kneaddata_paired.out	 57.16	3397322
PUBLIC-274	ERR1562575_1_kneaddata_paired.out	 45.41	2272853
PUBLIC-274	ERR1562576_1_kneaddata_paired.out	 45.45	1959485
PUBLIC-274	ERR1562577_1_kneaddata_paired.out	 51.99	2564458
PUBLIC-274	ERR1562578_1_kneaddata_paired.out	 57.05	1994331
PUBLIC-274	ERR1562579_1_kneaddata_paired.out	 49.82	1926096
PUBLIC-274	ERR1562580_1_kneaddata_paired.out	 59.10	2135612
