Database	Sample	Frac_unclassified	Count_unclassified
miBC-47	SRR11284191_1_kneaddata_paired.out	 86.30	3023310
miBC-47	SRR11284192_1_kneaddata_paired.out	 87.54	4381589
miBC-47	SRR11284193_1_kneaddata_paired.out	 87.52	39578933
miBC-47	SRR11284194_1_kneaddata_paired.out	 83.84	4073170
miBC-47	SRR11284195_1_kneaddata_paired.out	 86.23	3459433
miBC-47	SRR11284196_1_kneaddata_paired.out	 85.27	2553156
miBC-47	SRR11284197_1_kneaddata_paired.out	 86.08	3397119
miBC-47	SRR11284198_1_kneaddata_paired.out	 88.89	2724643
miBC-47	SRR11284204_1_kneaddata_paired.out	 89.85	23232607
miBC-47	SRR11284205_1_kneaddata_paired.out	 86.69	14916450
miBC-47	SRR11404525_1_kneaddata_paired.out	 94.38	1882451
miBC-47	SRR11404526_1_kneaddata_paired.out	 91.98	2286201
miBC-47	SRR11404527_1_kneaddata_paired.out	 75.19	1394
miBC-47	SRR11404528_1_kneaddata_paired.out	 95.06	3551492
miBC-47	SRR11404529_1_kneaddata_paired.out	 94.77	2461700
miBC-47	SRR11404530_1_kneaddata_paired.out	 94.90	3497481
miBC-47	SRR11404531_1_kneaddata_paired.out	 62.60	391576
miBC-47	SRR11404532_1_kneaddata_paired.out	 95.22	7663962
miBC-47	SRR11404533_1_kneaddata_paired.out	 93.53	2033441
miBC-47	SRR11404534_1_kneaddata_paired.out	 94.11	3840513
miBC-47	SRR11404535_1_kneaddata_paired.out	 94.60	5130602
miBC-47	SRR11404536_1_kneaddata_paired.out	 94.83	3091706
miBC-47	SRR11404537_1_kneaddata_paired.out	 93.85	1520497
miBC-47	SRR11404538_1_kneaddata_paired.out	 93.66	3346783
miBC-47	SRR11404539_1_kneaddata_paired.out	 93.62	2669236
miBC-47	SRR11404540_1_kneaddata_paired.out	 94.26	2035157
miBC-47	SRR11404541_1_kneaddata_paired.out	 92.91	2063413
miBC-47	SRR11404542_1_kneaddata_paired.out	 63.35	303442
miBC-47	SRR11404543_1_kneaddata_paired.out	 85.25	896766
miBC-47	SRR11404544_1_kneaddata_paired.out	 85.69	1294843
miBC-47	SRR11404545_1_kneaddata_paired.out	 88.08	975831
miBC-47	SRR11404546_1_kneaddata_paired.out	 50.13	54061
miBC-47	SRR11404547_1_kneaddata_paired.out	 41.88	49942
miBC-47	SRR11404548_1_kneaddata_paired.out	 80.28	41358
miBC-47	SRR11404549_1_kneaddata_paired.out	 78.63	8111
miBC-47	SRR11404550_1_kneaddata_paired.out	 88.20	33988
miBC-47	SRR11404551_1_kneaddata_paired.out	 41.54	272497
miBC-47	SRR11404552_1_kneaddata_paired.out	 68.60	92130
miBC-47	SRR11404553_1_kneaddata_paired.out	 83.84	14849
miBC-47	SRR11404554_1_kneaddata_paired.out	 92.56	765100
miBC-47	SRR11404555_1_kneaddata_paired.out	 92.68	1069242
miBC-47	SRR11404556_1_kneaddata_paired.out	 93.06	2112934
miBC-47	SRR11404557_1_kneaddata_paired.out	 92.94	1876148
miBC-47	SRR11404558_1_kneaddata_paired.out	 92.04	1069131
miBC-47	SRR11404559_1_kneaddata_paired.out	 92.78	934142
miBC-47	SRR11404560_1_kneaddata_paired.out	 93.93	1497265
miBC-47	SRR11404561_1_kneaddata_paired.out	 94.08	1257324
miBC-47	SRR11404562_1_kneaddata_paired.out	 32.78	246513
miBC-47	SRR11404563_1_kneaddata_paired.out	 96.08	1070504
miBC-47	SRR11404564_1_kneaddata_paired.out	 92.75	1078267
miBC-47	SRR11404565_1_kneaddata_paired.out	 91.73	486172
miBC-47	SRR11404566_1_kneaddata_paired.out	 94.70	231876
miBC-47	SRR11404567_1_kneaddata_paired.out	 93.52	2344383
miBC-47	SRR11404568_1_kneaddata_paired.out	 93.72	1250007
miBC-47	SRR11404569_1_kneaddata_paired.out	 92.33	4357651
miBC-47	SRR11404570_1_kneaddata_paired.out	 92.17	4955871
miBC-47	SRR11404571_1_kneaddata_paired.out	 87.32	2839427
miBC-47	SRR11404572_1_kneaddata_paired.out	 92.55	1555196
miBC-47	SRR11404573_1_kneaddata_paired.out	 70.29	180352
miBC-47	SRR11404574_1_kneaddata_paired.out	 93.07	2479475
miBC-47	SRR11404575_1_kneaddata_paired.out	 92.57	2703220
miBC-47	SRR11404576_1_kneaddata_paired.out	 95.15	731528
miBC-47	SRR11404577_1_kneaddata_paired.out	 92.93	1724401
miBC-47	SRR11404578_1_kneaddata_paired.out	 94.68	530246
miBC-47	SRR11404579_1_kneaddata_paired.out	 96.62	901980
miBC-47	SRR11404580_1_kneaddata_paired.out	 50.91	421411
miBC-47	SRR11404581_1_kneaddata_paired.out	 37.57	269549
miBC-47	SRR11404582_1_kneaddata_paired.out	 60.81	242171
miBC-47	SRR11404583_1_kneaddata_paired.out	 75.19	123908
miBC-47	SRR11404584_1_kneaddata_paired.out	 94.80	164
miBC-47	SRR11404585_1_kneaddata_paired.out	 47.30	178720
miBC-47	SRR11404586_1_kneaddata_paired.out	 64.30	256662
miBC-47	SRR11404587_1_kneaddata_paired.out	 57.11	65013
miBC-47	SRR11404588_1_kneaddata_paired.out	 32.44	132389
miBC-47	SRR11404589_1_kneaddata_paired.out	 45.80	57153
miBC-47	SRR11404590_1_kneaddata_paired.out	 43.45	184427
miBC-47	SRR11404591_1_kneaddata_paired.out	 59.71	160431
miBC-47	SRR11404592_1_kneaddata_paired.out	 61.93	139934
miBC-47	SRR11404593_1_kneaddata_paired.out	 61.11	270249
miBC-47	SRR11404594_1_kneaddata_paired.out	 93.26	1143710
miBC-47	SRR11404595_1_kneaddata_paired.out	 87.88	2682713
miBC-47	SRR11404596_1_kneaddata_paired.out	 94.53	4119890
miBC-47	SRR11404597_1_kneaddata_paired.out	 93.53	1658419
miBC-47	SRR11404598_1_kneaddata_paired.out	 93.06	1995531
miBC-47	SRR11404599_1_kneaddata_paired.out	 41.06	48350
miBC-47	SRR11404600_1_kneaddata_paired.out	 41.87	56126
miBC-47	SRR11404601_1_kneaddata_paired.out	 40.04	369850
miBC-47	SRR11404602_1_kneaddata_paired.out	 60.45	271385
miBC-47	SRR11404603_1_kneaddata_paired.out	 62.53	147539
miBC-47	SRR11404604_1_kneaddata_paired.out	 96.43	30381
miBC-47	SRR11404605_1_kneaddata_paired.out	 61.37	76445
miBC-47	SRR11404606_1_kneaddata_paired.out	 99.51	30241
miBC-47	SRR11404607_1_kneaddata_paired.out	 59.95	189328
miBC-47	SRR11404608_1_kneaddata_paired.out	 66.81	94603
miBC-47	SRR11404609_1_kneaddata_paired.out	 60.99	111661
miBC-47	SRR11404610_1_kneaddata_paired.out	 59.38	146899
miBC-47	SRR11404611_1_kneaddata_paired.out	 61.63	159786
miBC-47	SRR11404612_1_kneaddata_paired.out	 46.70	105637
miBC-47	SRR11404613_1_kneaddata_paired.out	 58.22	125431
miBC-47	SRR11404614_1_kneaddata_paired.out	 37.61	91312
miBC-47	SRR11404615_1_kneaddata_paired.out	 39.51	171056
miBC-47	SRR11404616_1_kneaddata_paired.out	 62.75	206803
miBC-47	SRR11404617_1_kneaddata_paired.out	 77.00	28037
miBC-47	SRR11404618_1_kneaddata_paired.out	 69.25	306211
miBC-47	SRR11404619_1_kneaddata_paired.out	 30.51	182098
miBC-47	SRR11404620_1_kneaddata_paired.out	 48.54	60422
miBC-47	SRR1648444_1_kneaddata_paired.out	 73.41	58346331
miBC-47	SRR2167611_1_kneaddata_paired.out	 92.28	28829736
miBC-47	SRR2167614_1_kneaddata_paired.out	 92.51	27310153
miBC-47	SRR2167615_1_kneaddata_paired.out	 92.27	26237271
miBC-47	SRR2167616_1_kneaddata_paired.out	 93.82	29118393
miBC-47	SRR2167618_1_kneaddata_paired.out	 92.65	25219071
miBC-47	SRR2174313_1_kneaddata_paired.out	 89.78	4350405
miBC-47	SRR2174314_1_kneaddata_paired.out	 88.92	14413934
miBC-47	SRR2174315_1_kneaddata_paired.out	 88.87	5921886
miBC-47	SRR2174317_1_kneaddata_paired.out	 91.36	14324004
miBC-47	SRR2665308_1_kneaddata_paired.out	 43.99	2927768
miBC-47	SRR2665507_1_kneaddata_paired.out	 39.55	475589
miBC-47	SRR3223201_1_kneaddata_paired.out	 96.00	60020582
miBC-47	SRR3223202_1_kneaddata_paired.out	 96.12	47051147
miBC-47	SRR3539628_kneaddata.out	 83.46	16547463
miBC-47	SRR3539764_kneaddata.out	 63.10	12350778
miBC-47	SRR3539773_kneaddata.out	 75.13	13757376
miBC-47	SRR3539774_kneaddata.out	 80.49	21251965
miBC-47	SRR4116657_1_kneaddata_paired.out	 87.76	17431045
miBC-47	SRR4116658_1_kneaddata_paired.out	 85.91	16728402
miBC-47	SRR4116659_1_kneaddata_paired.out	 88.09	19947449
miBC-47	SRR4116660_1_kneaddata_paired.out	 83.32	17831407
miBC-47	SRR4116661_1_kneaddata_paired.out	 84.72	15963561
miBC-47	SRR4116662_1_kneaddata_paired.out	 82.92	22602695
miBC-47	SRR4116663_1_kneaddata_paired.out	 87.92	23430580
miBC-47	SRR4116664_1_kneaddata_paired.out	 87.04	17231173
miBC-47	SRR4116665_1_kneaddata_paired.out	 83.99	28278339
miBC-47	SRR4116674_1_kneaddata_paired.out	 90.69	24382456
miBC-47	SRR4116675_1_kneaddata_paired.out	 82.65	25411517
miBC-47	SRR4116676_1_kneaddata_paired.out	 88.88	17939483
miBC-47	SRR4116677_1_kneaddata_paired.out	 85.12	22065247
miBC-47	SRR4116678_1_kneaddata_paired.out	 89.88	13006838
miBC-47	SRR5574474_1_kneaddata_paired.out	 82.19	7602688
miBC-47	SRR5574481_1_kneaddata_paired.out	 82.28	24422685
miBC-47	SRR5574491_1_kneaddata_paired.out	 82.19	7602676
miBC-47	SRR5574493_1_kneaddata_paired.out	 82.31	7622440
miBC-47	SRR5574494_1_kneaddata_paired.out	 79.28	7271792
miBC-47	SRR5574495_1_kneaddata_paired.out	 79.19	8027254
miBC-47	SRR5574496_1_kneaddata_paired.out	 79.21	7558700
miBC-47	SRR5574497_1_kneaddata_paired.out	 82.34	9197545
miBC-47	SRR5574499_1_kneaddata_paired.out	 82.19	7602669
miBC-47	SRR5574500_1_kneaddata_paired.out	 72.68	5303989
miBC-47	SRR5574501_1_kneaddata_paired.out	 73.75	5095575
miBC-47	SRR5574502_1_kneaddata_paired.out	 74.17	4817520
miBC-47	SRR5574503_1_kneaddata_paired.out	 88.47	7329418
miBC-47	SRR5574504_1_kneaddata_paired.out	 88.43	8314738
miBC-47	SRR5574505_1_kneaddata_paired.out	 88.40	8198028
miBC-47	SRR5574506_1_kneaddata_paired.out	 86.02	7650455
miBC-47	SRR5574507_1_kneaddata_paired.out	 86.03	8136217
miBC-47	SRR5574508_1_kneaddata_paired.out	 86.55	7914299
miBC-47	SRR5574509_1_kneaddata_paired.out	 88.53	8740798
miBC-47	SRR5574510_1_kneaddata_paired.out	 88.54	8253372
miBC-47	SRR5574511_1_kneaddata_paired.out	 88.55	8775921
miBC-47	SRR5574512_1_kneaddata_paired.out	 87.76	7446330
miBC-47	SRR5574513_1_kneaddata_paired.out	 87.68	7606188
miBC-47	SRR5574514_1_kneaddata_paired.out	 87.72	7424972
miBC-47	SRR5574516_1_kneaddata_paired.out	 88.28	8136852
miBC-47	SRR5574517_1_kneaddata_paired.out	 88.39	6623344
miBC-47	SRR5574518_1_kneaddata_paired.out	 88.27	8645021
miBC-47	SRR5574519_1_kneaddata_paired.out	 88.74	6849152
miBC-47	SRR5574520_1_kneaddata_paired.out	 88.65	8346279
miBC-47	SRR5574521_1_kneaddata_paired.out	 88.64	8370854
miBC-47	SRR5580762_1_kneaddata_paired.out	 90.73	55865915
miBC-47	SRR5580763_1_kneaddata_paired.out	 82.28	27529228
miBC-47	SRR5865529_1_kneaddata_paired.out	 84.53	8783734
miBC-47	SRR5865530_1_kneaddata_paired.out	 46.53	3320183
miBC-47	SRR5865531_1_kneaddata_paired.out	 56.50	374088
miBC-47	SRR5865532_1_kneaddata_paired.out	 75.69	755011
miBC-47	SRR5865533_1_kneaddata_paired.out	 86.91	8937957
miBC-47	SRR5865534_1_kneaddata_paired.out	 47.02	289150
miBC-47	SRR5865535_1_kneaddata_paired.out	 55.12	1211639
miBC-47	SRR5865536_1_kneaddata_paired.out	 92.93	3205377
miBC-47	SRR5865538_1_kneaddata_paired.out	 94.60	4132243
miBC-47	SRR5865540_1_kneaddata_paired.out	 75.06	8113543
miBC-47	SRR5865544_1_kneaddata_paired.out	 86.07	2380608
miBC-47	SRR5925326_1_kneaddata_paired.out	 91.75	10239845
miBC-47	SRR5925327_1_kneaddata_paired.out	 91.55	8884881
miBC-47	SRR5925328_1_kneaddata_paired.out	 84.96	11337318
miBC-47	SRR5925329_1_kneaddata_paired.out	 90.37	10098156
miBC-47	SRR5925330_1_kneaddata_paired.out	 86.61	8243459
miBC-47	SRR5925331_1_kneaddata_paired.out	 87.27	9172821
miBC-47	SRR5925332_1_kneaddata_paired.out	 87.81	7695103
miBC-47	SRR5925333_1_kneaddata_paired.out	 84.39	9457012
miBC-47	SRR5925334_1_kneaddata_paired.out	 87.82	10807881
miBC-47	SRR5925335_1_kneaddata_paired.out	 81.63	9884929
miBC-47	SRR5925348_1_kneaddata_paired.out	 88.40	13449492
miBC-47	SRR5925350_1_kneaddata_paired.out	 90.16	10138900
miBC-47	SRR5925351_1_kneaddata_paired.out	 91.31	8525228
miBC-47	SRR5925356_1_kneaddata_paired.out	 89.28	11074360
miBC-47	SRR5925357_1_kneaddata_paired.out	 91.60	6426352
miBC-47	SRR5925358_1_kneaddata_paired.out	 87.59	8589175
miBC-47	SRR5925359_1_kneaddata_paired.out	 91.46	10790736
miBC-47	SRR5925360_1_kneaddata_paired.out	 89.48	9109423
miBC-47	SRR5925361_1_kneaddata_paired.out	 90.68	14186409
miBC-47	SRR5925362_1_kneaddata_paired.out	 91.12	9758931
miBC-47	SRR5925363_1_kneaddata_paired.out	 91.99	12125756
miBC-47	SRR5925364_1_kneaddata_paired.out	 92.02	9110633
miBC-47	SRR5925365_1_kneaddata_paired.out	 91.85	9473880
miBC-47	SRR5927678_1_kneaddata_paired.out	 81.60	69653882
miBC-47	SRR5927679_1_kneaddata_paired.out	 87.60	24288141
miBC-47	SRR5927680_1_kneaddata_paired.out	 79.66	21262036
miBC-47	SRR5927681_1_kneaddata_paired.out	 81.54	55799733
miBC-47	SRR5927682_1_kneaddata_paired.out	 85.41	59990233
miBC-47	SRR5927683_1_kneaddata_paired.out	 92.93	27300235
miBC-47	SRR5927684_1_kneaddata_paired.out	 79.31	76158477
miBC-47	SRR5927685_1_kneaddata_paired.out	 86.14	89763322
miBC-47	SRR5927686_1_kneaddata_paired.out	 88.65	65914673
miBC-47	SRR5927687_1_kneaddata_paired.out	 88.85	22287718
miBC-47	SRR5927688_1_kneaddata_paired.out	 72.83	15393174
miBC-47	SRR5927689_1_kneaddata_paired.out	 69.47	45422200
miBC-47	SRR5927690_1_kneaddata_paired.out	 81.89	62180328
miBC-47	SRR5927691_1_kneaddata_paired.out	 81.20	67281141
miBC-47	SRR5927692_1_kneaddata_paired.out	 81.58	53505305
miBC-47	SRR5927693_1_kneaddata_paired.out	 80.15	51385507
miBC-47	SRR5927694_1_kneaddata_paired.out	 75.93	40686715
miBC-47	SRR5927695_1_kneaddata_paired.out	 85.20	71539005
miBC-47	SRR5927696_1_kneaddata_paired.out	 77.86	43036703
miBC-47	SRR5927697_1_kneaddata_paired.out	 82.57	20227945
miBC-47	SRR5927698_1_kneaddata_paired.out	 91.95	68497310
miBC-47	SRR5927699_1_kneaddata_paired.out	 89.63	67167981
miBC-47	SRR5927700_1_kneaddata_paired.out	 75.08	47974444
miBC-47	SRR5927701_1_kneaddata_paired.out	 79.99	65199288
miBC-47	SRR5927702_1_kneaddata_paired.out	 82.72	67049443
miBC-47	SRR5927703_1_kneaddata_paired.out	 90.43	50537326
miBC-47	SRR5927704_1_kneaddata_paired.out	 85.28	19132933
miBC-47	SRR5927705_1_kneaddata_paired.out	 88.36	63986028
miBC-47	SRR5927706_1_kneaddata_paired.out	 78.63	21146106
miBC-47	SRR5927707_1_kneaddata_paired.out	 59.01	31751344
miBC-47	SRR5927708_1_kneaddata_paired.out	 81.59	55614218
miBC-47	SRR5927709_1_kneaddata_paired.out	 68.24	14815499
miBC-47	SRR5927710_1_kneaddata_paired.out	 73.62	41418728
miBC-47	SRR5927711_1_kneaddata_paired.out	 88.20	30520607
miBC-47	SRR5927712_1_kneaddata_paired.out	 89.17	78958537
miBC-47	SRR5927713_1_kneaddata_paired.out	 74.69	18428311
miBC-47	SRR5927714_1_kneaddata_paired.out	 78.62	11245214
miBC-47	SRR5927715_1_kneaddata_paired.out	 83.81	54325351
miBC-47	SRR5927716_1_kneaddata_paired.out	 84.64	70613881
miBC-47	SRR5927717_1_kneaddata_paired.out	 81.38	44552264
miBC-47	SRR5927718_1_kneaddata_paired.out	 86.59	39874691
miBC-47	SRR5927719_1_kneaddata_paired.out	 81.04	16831414
miBC-47	SRR5927720_1_kneaddata_paired.out	 71.84	45557236
miBC-47	SRR5927721_1_kneaddata_paired.out	 91.60	57351371
miBC-47	SRR5927722_1_kneaddata_paired.out	 66.30	10184149
miBC-47	SRR5927723_1_kneaddata_paired.out	 89.03	66145972
miBC-47	SRR5927724_1_kneaddata_paired.out	 71.28	40130811
miBC-47	SRR5927725_1_kneaddata_paired.out	 77.41	17205059
miBC-47	SRR5927726_1_kneaddata_paired.out	 56.10	6769776
miBC-47	SRR5927727_1_kneaddata_paired.out	 72.91	42736467
miBC-47	SRR5927728_1_kneaddata_paired.out	 92.66	22543825
miBC-47	SRR5927729_1_kneaddata_paired.out	 90.61	52342345
miBC-47	SRR6032561_1_kneaddata_paired.out	 89.42	21707856
miBC-47	SRR6032562_1_kneaddata_paired.out	 89.30	15361907
miBC-47	SRR6032563_1_kneaddata_paired.out	 89.32	23382546
miBC-47	SRR6032564_1_kneaddata_paired.out	 88.92	20467997
miBC-47	SRR6032565_1_kneaddata_paired.out	 89.59	25774824
miBC-47	SRR6032566_1_kneaddata_paired.out	 90.43	20665157
miBC-47	SRR6032567_1_kneaddata_paired.out	 90.28	24724759
miBC-47	SRR6032568_1_kneaddata_paired.out	 90.32	24822971
miBC-47	SRR6032569_1_kneaddata_paired.out	 90.42	31645521
miBC-47	SRR6032570_1_kneaddata_paired.out	 89.93	29511642
miBC-47	SRR6032571_1_kneaddata_paired.out	 90.01	28368955
miBC-47	SRR6032572_1_kneaddata_paired.out	 90.29	21180463
miBC-47	SRR6032573_1_kneaddata_paired.out	 90.71	10109459
miBC-47	SRR6032574_1_kneaddata_paired.out	 89.14	14086879
miBC-47	SRR6032575_1_kneaddata_paired.out	 90.59	18062333
miBC-47	SRR6032576_1_kneaddata_paired.out	 90.36	25396923
miBC-47	SRR6032577_1_kneaddata_paired.out	 91.11	25156407
miBC-47	SRR6032578_1_kneaddata_paired.out	 90.34	40687585
miBC-47	SRR6032579_1_kneaddata_paired.out	 86.59	12982978
miBC-47	SRR6032580_1_kneaddata_paired.out	 80.21	4446371
miBC-47	SRR6032581_1_kneaddata_paired.out	 86.99	8648747
miBC-47	SRR6032582_1_kneaddata_paired.out	 82.03	16443167
miBC-47	SRR6032583_1_kneaddata_paired.out	 81.66	6822802
miBC-47	SRR6032584_1_kneaddata_paired.out	 87.61	10593827
miBC-47	SRR6032585_1_kneaddata_paired.out	 86.51	12422119
miBC-47	SRR6032586_1_kneaddata_paired.out	 86.94	13337298
miBC-47	SRR6032587_1_kneaddata_paired.out	 87.36	9900016
miBC-47	SRR6032588_1_kneaddata_paired.out	 80.53	11083980
miBC-47	SRR6032589_1_kneaddata_paired.out	 90.27	21940125
miBC-47	SRR6032590_1_kneaddata_paired.out	 90.45	14131002
miBC-47	SRR6032591_1_kneaddata_paired.out	 90.79	29345465
miBC-47	SRR6032592_1_kneaddata_paired.out	 89.19	15118108
miBC-47	SRR6032593_1_kneaddata_paired.out	 90.50	22364402
miBC-47	SRR6032594_1_kneaddata_paired.out	 90.77	19300394
miBC-47	SRR6032595_1_kneaddata_paired.out	 90.43	22755547
miBC-47	SRR6032596_1_kneaddata_paired.out	 88.49	25172143
miBC-47	SRR6032597_1_kneaddata_paired.out	 90.71	10540281
miBC-47	SRR6032598_1_kneaddata_paired.out	 89.06	33310294
miBC-47	SRR6032599_1_kneaddata_paired.out	 89.95	21280792
miBC-47	SRR6051570_kneaddata.out	 94.64	16924983
miBC-47	SRR6051571_kneaddata.out	 94.57	3636353
miBC-47	SRR6051572_kneaddata.out	 95.45	3113352
miBC-47	SRR6051573_kneaddata.out	 96.15	1729609
miBC-47	SRR6051574_kneaddata.out	 95.41	3987608
miBC-47	SRR6051575_kneaddata.out	 96.66	3195105
miBC-47	SRR6051576_kneaddata.out	 95.95	3181824
miBC-47	SRR6051577_kneaddata.out	 93.55	2156952
miBC-47	SRR6051578_kneaddata.out	 95.32	4042892
miBC-47	SRR6051579_kneaddata.out	 95.51	2246564
miBC-47	SRR6051580_kneaddata.out	 94.51	2618261
miBC-47	SRR6051581_kneaddata.out	 96.79	6215555
miBC-47	SRR6051582_kneaddata.out	 94.44	2518674
miBC-47	SRR6051583_kneaddata.out	 94.58	3416776
miBC-47	SRR6051584_kneaddata.out	 95.88	2996611
miBC-47	SRR6051702_kneaddata.out	 96.66	10181148
miBC-47	SRR6051703_kneaddata.out	 94.27	14892658
miBC-47	SRR6051704_kneaddata.out	 94.26	9096284
miBC-47	SRR6051705_kneaddata.out	 95.69	9477066
miBC-47	SRR6051706_kneaddata.out	 95.65	10129619
miBC-47	SRR6051707_kneaddata.out	 95.24	82024412
miBC-47	SRR6051708_kneaddata.out	 94.36	14761820
miBC-47	SRR6051709_kneaddata.out	 94.32	7802135
miBC-47	SRR6051710_kneaddata.out	 95.21	8552601
miBC-47	SRR6051711_kneaddata.out	 95.89	18694944
miBC-47	SRR6051712_kneaddata.out	 95.09	5993371
miBC-47	SRR6051713_kneaddata.out	 96.60	9391248
miBC-47	SRR6051714_kneaddata.out	 96.47	164
miBC-47	SRR6051715_kneaddata.out	 93.31	16042981
miBC-47	SRR6051716_kneaddata.out	 95.01	6965909
miBC-47	SRR6440127_1_kneaddata_paired.out	 89.83	24485203
miBC-47	SRR6440128_1_kneaddata_paired.out	 85.52	22665976
miBC-47	SRR6440129_1_kneaddata_paired.out	 89.03	23328154
miBC-47	SRR6440130_1_kneaddata_paired.out	 90.20	24858860
miBC-47	SRR6440131_1_kneaddata_paired.out	 89.05	22400477
miBC-47	SRR6440132_1_kneaddata_paired.out	 93.79	10836520
miBC-47	SRR6440133_1_kneaddata_paired.out	 88.80	27173823
miBC-47	SRR6440134_1_kneaddata_paired.out	 65.73	17623510
miBC-47	SRR6440135_1_kneaddata_paired.out	 68.76	17429665
miBC-47	SRR6440136_1_kneaddata_paired.out	 77.23	22182194
miBC-47	SRR6440137_1_kneaddata_paired.out	 87.78	21477794
miBC-47	SRR6440138_1_kneaddata_paired.out	 92.14	20380525
miBC-47	SRR6945375_1_kneaddata_paired.out	 92.84	13007348
miBC-47	SRR6945376_1_kneaddata_paired.out	 89.62	7057470
miBC-47	SRR6945377_1_kneaddata_paired.out	 88.86	9398425
miBC-47	SRR6945378_1_kneaddata_paired.out	 91.93	7593104
miBC-47	SRR6945379_1_kneaddata_paired.out	 70.25	9472764
miBC-47	SRR6945380_1_kneaddata_paired.out	 90.03	15389853
miBC-47	SRR6945381_1_kneaddata_paired.out	 88.49	19796515
miBC-47	SRR6945382_1_kneaddata_paired.out	 56.43	8419725
miBC-47	SRR6945383_1_kneaddata_paired.out	 91.19	11187731
miBC-47	SRR6945384_1_kneaddata_paired.out	 89.90	10309064
miBC-47	SRR6945385_1_kneaddata_paired.out	 88.14	10951574
miBC-47	SRR6945386_1_kneaddata_paired.out	 87.47	12475719
miBC-47	SRR6945387_1_kneaddata_paired.out	 90.15	5902183
miBC-47	SRR6945388_1_kneaddata_paired.out	 62.39	9543416
miBC-47	SRR6945389_1_kneaddata_paired.out	 88.67	7933401
miBC-47	SRR6945390_1_kneaddata_paired.out	 92.04	14205786
miBC-47	SRR6945391_1_kneaddata_paired.out	 89.09	12000747
miBC-47	SRR6945392_1_kneaddata_paired.out	 88.53	11944833
miBC-47	SRR6945393_1_kneaddata_paired.out	 89.35	11730511
miBC-47	SRR6945394_1_kneaddata_paired.out	 88.90	9436405
miBC-47	SRR6945397_1_kneaddata_paired.out	 89.08	4894061
miBC-47	SRR6945398_1_kneaddata_paired.out	 89.87	8382650
miBC-47	SRR6945399_1_kneaddata_paired.out	 91.85	10564266
miBC-47	SRR6945400_1_kneaddata_paired.out	 88.79	5532206
miBC-47	SRR6945401_1_kneaddata_paired.out	 86.74	12022216
miBC-47	SRR6945402_1_kneaddata_paired.out	 89.79	10694680
miBC-47	SRR6945403_1_kneaddata_paired.out	 88.75	11077347
miBC-47	SRR6945404_1_kneaddata_paired.out	 89.10	14110550
miBC-47	SRR6945405_1_kneaddata_paired.out	 88.23	10715083
miBC-47	SRR6945406_1_kneaddata_paired.out	 88.38	9875575
miBC-47	SRR6945407_1_kneaddata_paired.out	 89.38	8467687
miBC-47	SRR6945408_1_kneaddata_paired.out	 60.41	6762290
miBC-47	SRR6945409_1_kneaddata_paired.out	 89.37	6321329
miBC-47	SRR6945410_1_kneaddata_paired.out	 89.51	8467593
miBC-47	SRR6945411_1_kneaddata_paired.out	 87.28	4878353
miBC-47	SRR6945412_1_kneaddata_paired.out	 59.28	7676870
miBC-47	SRR6945413_1_kneaddata_paired.out	 89.77	5475171
miBC-47	SRR6945414_1_kneaddata_paired.out	 88.93	9504685
miBC-47	SRR6945415_1_kneaddata_paired.out	 89.76	6620106
miBC-47	SRR6945416_1_kneaddata_paired.out	 64.22	7042057
miBC-47	SRR7533631_1_kneaddata_paired.out	 88.22	18107198
miBC-47	SRR7533632_1_kneaddata_paired.out	 87.22	14469055
miBC-47	SRR7533633_1_kneaddata_paired.out	 88.63	14684659
miBC-47	SRR7533634_1_kneaddata_paired.out	 87.73	17515128
miBC-47	SRR7533635_1_kneaddata_paired.out	 88.32	15906674
miBC-47	SRR7533636_1_kneaddata_paired.out	 87.87	13062035
miBC-47	SRR7533637_1_kneaddata_paired.out	 86.83	16558357
miBC-47	SRR7533638_1_kneaddata_paired.out	 90.57	23279478
miBC-47	SRR7533639_1_kneaddata_paired.out	 88.34	20017457
miBC-47	SRR7533640_1_kneaddata_paired.out	 87.28	25501965
miBC-47	SRR7533641_1_kneaddata_paired.out	 84.34	35611892
miBC-47	SRR7533642_1_kneaddata_paired.out	 85.01	50769569
miBC-47	SRR7533643_1_kneaddata_paired.out	 86.90	24991791
miBC-47	SRR7533644_1_kneaddata_paired.out	 87.82	15747228
miBC-47	SRR7691143_1_kneaddata_paired.out	 87.08	4536621
miBC-47	SRR7691144_1_kneaddata_paired.out	 89.01	3849259
miBC-47	SRR7691145_1_kneaddata_paired.out	 89.60	6222261
miBC-47	SRR7691146_1_kneaddata_paired.out	 88.31	4322740
miBC-47	SRR7691147_1_kneaddata_paired.out	 89.32	8440573
miBC-47	SRR7691148_1_kneaddata_paired.out	 89.28	4627011
miBC-47	SRR7691149_1_kneaddata_paired.out	 89.31	6499212
miBC-47	SRR7691150_1_kneaddata_paired.out	 91.72	5919670
miBC-47	SRR7691151_1_kneaddata_paired.out	 87.61	9039502
miBC-47	SRR7691152_1_kneaddata_paired.out	 91.14	8419717
miBC-47	SRR7691153_1_kneaddata_paired.out	 90.13	4197524
miBC-47	SRR7691154_1_kneaddata_paired.out	 91.76	4468527
miBC-47	SRR7691155_1_kneaddata_paired.out	 90.64	4471237
miBC-47	SRR7691156_1_kneaddata_paired.out	 89.76	4274231
miBC-47	SRR7691157_1_kneaddata_paired.out	 90.51	9251895
