Sample	Species	Taxonomy_ID	Taxonomy_level	Kraken_initial	Added_reads	Species_read_count	Species_read_fraction
DRR121539_1_kneaddata_paired	Verrucomicrobiota	33333	P	9720	17	9737	0.00423
DRR121539_1_kneaddata_paired	Cyanobacteria	9876	P	527	1	528	0.00023
DRR121539_1_kneaddata_paired	Campylobacterota	8700	P	109	0	109	0.00005
DRR121539_1_kneaddata_paired	Desulfobacterota_A	11509	P	51	0	51	0.00002
DRR121539_1_kneaddata_paired	Spirochaetota	32587	P	24	0	24	0.00001
DRR121539_1_kneaddata_paired	Firmicutes_I	18140	P	8	0	8	0.00000
DRR121539_1_kneaddata_paired	Deferribacterota	10822	P	6	0	6	0.00000
DRR121539_1_kneaddata_paired	Firmicutes_B	17289	P	5	0	5	0.00000
DRR121540_1_kneaddata_paired	Firmicutes	12188	P	1759930	2316	1762246	0.89695
DRR121540_1_kneaddata_paired	Actinobacteriota	615	P	86942	250	87192	0.04438
DRR121540_1_kneaddata_paired	Bacteroidota	4587	P	66751	47	66798	0.03400
DRR121540_1_kneaddata_paired	Firmicutes_A	14608	P	28048	27	28075	0.01429
DRR121540_1_kneaddata_paired	Proteobacteria	22518	P	12387	1	12388	0.00631
DRR121540_1_kneaddata_paired	Verrucomicrobiota	33333	P	7377	10	7387	0.00376
DRR121540_1_kneaddata_paired	Cyanobacteria	9876	P	444	0	444	0.00023
DRR121540_1_kneaddata_paired	Campylobacterota	8700	P	82	0	82	0.00004
DRR121540_1_kneaddata_paired	Desulfobacterota_A	11509	P	58	0	58	0.00003
DRR121540_1_kneaddata_paired	Spirochaetota	32587	P	20	0	20	0.00001
DRR121540_1_kneaddata_paired	Deferribacterota	10822	P	6	0	6	0.00000
DRR121540_1_kneaddata_paired	Firmicutes_C	17613	P	4	0	4	0.00000
DRR121540_1_kneaddata_paired	Firmicutes_I	18140	P	4	0	4	0.00000
DRR121540_1_kneaddata_paired	Firmicutes_B	17289	P	2	0	2	0.00000
DRR121540_1_kneaddata_paired	Thermotogota	33086	P	1	0	1	0.00000
DRR121541_1_kneaddata_paired	Firmicutes	12188	P	1403480	1796	1405276	0.90251
DRR121541_1_kneaddata_paired	Actinobacteriota	615	P	61752	177	61929	0.03977
DRR121541_1_kneaddata_paired	Bacteroidota	4587	P	51686	36	51722	0.03322
DRR121541_1_kneaddata_paired	Firmicutes_A	14608	P	21914	21	21935	0.01409
DRR121541_1_kneaddata_paired	Proteobacteria	22518	P	10003	1	10004	0.00643
DRR121541_1_kneaddata_paired	Verrucomicrobiota	33333	P	5692	7	5699	0.00366
DRR121541_1_kneaddata_paired	Cyanobacteria	9876	P	357	0	357	0.00023
DRR121541_1_kneaddata_paired	Campylobacterota	8700	P	78	0	78	0.00005
DRR121541_1_kneaddata_paired	Desulfobacterota_A	11509	P	36	0	36	0.00002
DRR121541_1_kneaddata_paired	Spirochaetota	32587	P	9	0	9	0.00001
DRR121541_1_kneaddata_paired	Firmicutes_I	18140	P	7	0	7	0.00000
DRR121541_1_kneaddata_paired	Deferribacterota	10822	P	6	0	6	0.00000
DRR121541_1_kneaddata_paired	Firmicutes_C	17613	P	4	0	4	0.00000
DRR121541_1_kneaddata_paired	Firmicutes_B	17289	P	3	0	3	0.00000
DRR121542_1_kneaddata_paired	Firmicutes	12188	P	1541719	2372	1544091	0.88282
DRR121542_1_kneaddata_paired	Bacteroidota	4587	P	73853	66	73919	0.04226
DRR121542_1_kneaddata_paired	Actinobacteriota	615	P	65547	227	65774	0.03761
DRR121542_1_kneaddata_paired	Firmicutes_A	14608	P	47896	51	47947	0.02741
DRR121542_1_kneaddata_paired	Proteobacteria	22518	P	10428	2	10430	0.00596
DRR121542_1_kneaddata_paired	Verrucomicrobiota	33333	P	6144	10	6154	0.00352
DRR121542_1_kneaddata_paired	Cyanobacteria	9876	P	578	0	578	0.00033
DRR121542_1_kneaddata_paired	Campylobacterota	8700	P	68	0	68	0.00004
DRR121542_1_kneaddata_paired	Desulfobacterota_A	11509	P	35	0	35	0.00002
DRR121542_1_kneaddata_paired	Spirochaetota	32587	P	19	0	19	0.00001
DRR121542_1_kneaddata_paired	Firmicutes_I	18140	P	10	0	10	0.00001
DRR121542_1_kneaddata_paired	Deferribacterota	10822	P	6	0	6	0.00000
DRR121542_1_kneaddata_paired	Firmicutes_B	17289	P	3	0	3	0.00000
DRR121542_1_kneaddata_paired	Thermotogota	33086	P	2	0	2	0.00000
DRR121543_1_kneaddata_paired	Firmicutes	12188	P	1661500	2567	1664067	0.87922
DRR121543_1_kneaddata_paired	Bacteroidota	4587	P	81993	73	82066	0.04336
DRR121543_1_kneaddata_paired	Actinobacteriota	615	P	75190	259	75449	0.03986
DRR121543_1_kneaddata_paired	Firmicutes_A	14608	P	51803	54	51857	0.02740
DRR121543_1_kneaddata_paired	Proteobacteria	22518	P	11436	2	11438	0.00604
DRR121543_1_kneaddata_paired	Verrucomicrobiota	33333	P	6957	11	6968	0.00368
DRR121543_1_kneaddata_paired	Cyanobacteria	9876	P	651	1	652	0.00034
DRR121543_1_kneaddata_paired	Campylobacterota	8700	P	90	0	90	0.00005
DRR121543_1_kneaddata_paired	Desulfobacterota_A	11509	P	36	0	36	0.00002
DRR121543_1_kneaddata_paired	Firmicutes_I	18140	P	12	0	12	0.00001
DRR121543_1_kneaddata_paired	Spirochaetota	32587	P	7	0	7	0.00000
DRR121543_1_kneaddata_paired	Deferribacterota	10822	P	6	0	6	0.00000
DRR121543_1_kneaddata_paired	Firmicutes_B	17289	P	2	0	2	0.00000
DRR121543_1_kneaddata_paired	Firmicutes_C	17613	P	2	0	2	0.00000
DRR121543_1_kneaddata_paired	Thermotogota	33086	P	1	0	1	0.00000
DRR121544_1_kneaddata_paired	Firmicutes	12188	P	1545992	2363	1548355	0.88768
DRR121544_1_kneaddata_paired	Bacteroidota	4587	P	73154	65	73219	0.04198
DRR121544_1_kneaddata_paired	Actinobacteriota	615	P	58444	204	58648	0.03362
DRR121544_1_kneaddata_paired	Firmicutes_A	14608	P	46767	49	46816	0.02684
DRR121544_1_kneaddata_paired	Proteobacteria	22518	P	10393	1	10394	0.00596
DRR121544_1_kneaddata_paired	Verrucomicrobiota	33333	P	6089	10	6099	0.00350
DRR121544_1_kneaddata_paired	Cyanobacteria	9876	P	581	0	581	0.00033
DRR121544_1_kneaddata_paired	Campylobacterota	8700	P	82	0	82	0.00005
DRR121544_1_kneaddata_paired	Desulfobacterota_A	11509	P	32	0	32	0.00002
DRR121544_1_kneaddata_paired	Spirochaetota	32587	P	14	0	14	0.00001
DRR121544_1_kneaddata_paired	Firmicutes_I	18140	P	9	0	9	0.00001
DRR121544_1_kneaddata_paired	Deferribacterota	10822	P	6	0	6	0.00000
DRR121544_1_kneaddata_paired	Firmicutes_B	17289	P	5	0	5	0.00000
DRR121544_1_kneaddata_paired	Firmicutes_C	17613	P	1	0	1	0.00000
E1_choline_B2_PL14_kneaddata	Bacteroidota	4587	P	4137386	41713	4179099	0.57512
E1_choline_B2_PL14_kneaddata	Firmicutes_A	14608	P	2666887	32683	2699570	0.37151
E1_choline_B2_PL14_kneaddata	Desulfobacterota_A	11509	P	122700	296	122996	0.01693
E1_choline_B2_PL14_kneaddata	Firmicutes	12188	P	115575	3665	119240	0.01641
E1_choline_B2_PL14_kneaddata	Campylobacterota	8700	P	88963	4	88967	0.01224
E1_choline_B2_PL14_kneaddata	Actinobacteriota	615	P	26716	447	27163	0.00374
E1_choline_B2_PL14_kneaddata	Proteobacteria	22518	P	19609	177	19786	0.00272
E1_choline_B2_PL14_kneaddata	Cyanobacteria	9876	P	8416	174	8590	0.00118
E1_choline_B2_PL14_kneaddata	Spirochaetota	32587	P	471	0	471	0.00006
E1_choline_B2_PL14_kneaddata	Verrucomicrobiota	33333	P	252	20	272	0.00004
E1_choline_B2_PL14_kneaddata	Firmicutes_B	17289	P	170	17	187	0.00003
E1_choline_B2_PL14_kneaddata	Firmicutes_I	18140	P	52	0	52	0.00001
E1_choline_B2_PL14_kneaddata	Firmicutes_C	17613	P	42	0	42	0.00001
E1_choline_B2_PL14_kneaddata	Deferribacterota	10822	P	17	0	17	0.00000
E1_choline_B2_PL14_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
E1_choline_B2_PL14_kneaddata	Thermotogota	33086	P	2	0	2	0.00000
E2_choline_B5_PL17_kneaddata	Bacteroidota	4587	P	2782698	32634	2815332	0.51042
E2_choline_B5_PL17_kneaddata	Firmicutes_A	14608	P	2216358	19555	2235913	0.40537
E2_choline_B5_PL17_kneaddata	Firmicutes	12188	P	141600	5507	147107	0.02667
E2_choline_B5_PL17_kneaddata	Campylobacterota	8700	P	137463	5	137468	0.02492
E2_choline_B5_PL17_kneaddata	Desulfobacterota_A	11509	P	96051	225	96276	0.01745
E2_choline_B5_PL17_kneaddata	Proteobacteria	22518	P	28663	111	28774	0.00522
E2_choline_B5_PL17_kneaddata	Actinobacteriota	615	P	21993	180	22173	0.00402
E2_choline_B5_PL17_kneaddata	Firmicutes_B	17289	P	16920	1363	18283	0.00331
E2_choline_B5_PL17_kneaddata	Cyanobacteria	9876	P	13610	125	13735	0.00249
E2_choline_B5_PL17_kneaddata	Spirochaetota	32587	P	302	0	302	0.00005
E2_choline_B5_PL17_kneaddata	Verrucomicrobiota	33333	P	198	10	208	0.00004
E2_choline_B5_PL17_kneaddata	Firmicutes_I	18140	P	66	0	66	0.00001
E2_choline_B5_PL17_kneaddata	Firmicutes_C	17613	P	19	0	19	0.00000
E2_choline_B5_PL17_kneaddata	Deferribacterota	10822	P	16	0	16	0.00000
E2_choline_B5_PL17_kneaddata	Elusimicrobiota	11888	P	5	0	5	0.00000
E3_choline_E7_PL55_kneaddata	Bacteroidota	4587	P	2920361	34925	2955286	0.61334
E3_choline_E7_PL55_kneaddata	Firmicutes_A	14608	P	1625297	9045	1634342	0.33919
E3_choline_E7_PL55_kneaddata	Verrucomicrobiota	33333	P	149445	1332	150777	0.03129
E3_choline_E7_PL55_kneaddata	Firmicutes	12188	P	61284	2417	63701	0.01322
E3_choline_E7_PL55_kneaddata	Actinobacteriota	615	P	11708	117	11825	0.00245
E3_choline_E7_PL55_kneaddata	Proteobacteria	22518	P	1334	25	1359	0.00028
E3_choline_E7_PL55_kneaddata	Cyanobacteria	9876	P	578	20	598	0.00012
E3_choline_E7_PL55_kneaddata	Desulfobacterota_A	11509	P	134	13	147	0.00003
E3_choline_E7_PL55_kneaddata	Campylobacterota	8700	P	132	0	132	0.00003
E3_choline_E7_PL55_kneaddata	Deferribacterota	10822	P	64	0	64	0.00001
E3_choline_E7_PL55_kneaddata	Firmicutes_B	17289	P	41	2	43	0.00001
E3_choline_E7_PL55_kneaddata	Spirochaetota	32587	P	34	0	34	0.00001
E3_choline_E7_PL55_kneaddata	Firmicutes_I	18140	P	28	0	28	0.00001
E3_choline_E7_PL55_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
E3_choline_E7_PL55_kneaddata	Firmicutes_C	17613	P	3	0	3	0.00000
E4_choline_E9_PL57_kneaddata	Firmicutes_A	14608	P	1818525	12174	1830699	0.45774
E4_choline_E9_PL57_kneaddata	Bacteroidota	4587	P	1588623	20141	1608764	0.40225
E4_choline_E9_PL57_kneaddata	Verrucomicrobiota	33333	P	342143	2720	344863	0.08623
E4_choline_E9_PL57_kneaddata	Desulfobacterota_A	11509	P	108258	119	108377	0.02710
E4_choline_E9_PL57_kneaddata	Firmicutes	12188	P	71073	5085	76158	0.01904
E4_choline_E9_PL57_kneaddata	Actinobacteriota	615	P	22556	251	22807	0.00570
E4_choline_E9_PL57_kneaddata	Proteobacteria	22518	P	4103	16	4119	0.00103
E4_choline_E9_PL57_kneaddata	Cyanobacteria	9876	P	1650	18	1668	0.00042
E4_choline_E9_PL57_kneaddata	Firmicutes_B	17289	P	1496	95	1591	0.00040
E4_choline_E9_PL57_kneaddata	Spirochaetota	32587	P	270	0	270	0.00007
E4_choline_E9_PL57_kneaddata	Campylobacterota	8700	P	89	0	89	0.00002
E4_choline_E9_PL57_kneaddata	Firmicutes_I	18140	P	24	0	24	0.00001
E4_choline_E9_PL57_kneaddata	Deferribacterota	10822	P	11	0	11	0.00000
E4_choline_E9_PL57_kneaddata	Firmicutes_C	17613	P	7	0	7	0.00000
E4_choline_E9_PL57_kneaddata	Elusimicrobiota	11888	P	3	0	3	0.00000
E5_choline_E10_PL58_kneaddata	Bacteroidota	4587	P	2497366	29671	2527037	0.45754
E5_choline_E10_PL58_kneaddata	Firmicutes_A	14608	P	2130563	13466	2144029	0.38820
E5_choline_E10_PL58_kneaddata	Verrucomicrobiota	33333	P	456176	3473	459649	0.08322
E5_choline_E10_PL58_kneaddata	Desulfobacterota_A	11509	P	220568	233	220801	0.03998
E5_choline_E10_PL58_kneaddata	Firmicutes	12188	P	112174	10174	122348	0.02215
E5_choline_E10_PL58_kneaddata	Actinobacteriota	615	P	32037	379	32416	0.00587
E5_choline_E10_PL58_kneaddata	Proteobacteria	22518	P	7573	29	7602	0.00138
E5_choline_E10_PL58_kneaddata	Firmicutes_B	17289	P	6538	397	6935	0.00126
E5_choline_E10_PL58_kneaddata	Cyanobacteria	9876	P	1446	31	1477	0.00027
E5_choline_E10_PL58_kneaddata	Spirochaetota	32587	P	550	0	550	0.00010
E5_choline_E10_PL58_kneaddata	Campylobacterota	8700	P	110	0	110	0.00002
E5_choline_E10_PL58_kneaddata	Firmicutes_I	18140	P	50	0	50	0.00001
E5_choline_E10_PL58_kneaddata	Deferribacterota	10822	P	26	0	26	0.00000
E5_choline_E10_PL58_kneaddata	Firmicutes_C	17613	P	13	0	13	0.00000
E5_choline_E10_PL58_kneaddata	Thermotogota	33086	P	2	0	2	0.00000
E5_choline_E10_PL58_kneaddata	Elusimicrobiota	11888	P	1	0	1	0.00000
ERR1145758_1_kneaddata_paired	Firmicutes_A	14608	P	17098734	43162	17141896	0.54212
ERR1145758_1_kneaddata_paired	Bacteroidota	4587	P	6982641	33797	7016438	0.22190
ERR1145758_1_kneaddata_paired	Firmicutes	12188	P	4355069	294146	4649215	0.14703
ERR1145758_1_kneaddata_paired	Desulfobacterota_A	11509	P	1235914	5467	1241381	0.03926
ERR1145758_1_kneaddata_paired	Actinobacteriota	615	P	889382	1013	890395	0.02816
ERR1145758_1_kneaddata_paired	Deferribacterota	10822	P	604104	1206	605310	0.01914
ERR1145758_1_kneaddata_paired	Verrucomicrobiota	33333	P	59155	661	59816	0.00189
ERR1145758_1_kneaddata_paired	Proteobacteria	22518	P	9853	12	9865	0.00031
ERR1145758_1_kneaddata_paired	Cyanobacteria	9876	P	2734	20	2754	0.00009
ERR1145758_1_kneaddata_paired	Spirochaetota	32587	P	1303	0	1303	0.00004
ERR1145758_1_kneaddata_paired	Firmicutes_B	17289	P	850	16	866	0.00003
ERR1145758_1_kneaddata_paired	Firmicutes_C	17613	P	290	0	290	0.00001
ERR1145758_1_kneaddata_paired	Campylobacterota	8700	P	252	0	252	0.00001
ERR1145758_1_kneaddata_paired	Firmicutes_I	18140	P	201	0	201	0.00001
ERR1145758_1_kneaddata_paired	Elusimicrobiota	11888	P	63	0	63	0.00000
ERR1145758_1_kneaddata_paired	Thermotogota	33086	P	17	0	17	0.00000
ERR1145759_1_kneaddata_paired	Firmicutes_A	14608	P	1327392	4673	1332065	0.69541
ERR1145759_1_kneaddata_paired	Bacteroidota	4587	P	193155	1324	194479	0.10153
ERR1145759_1_kneaddata_paired	Firmicutes	12188	P	177423	15805	193228	0.10088
ERR1145759_1_kneaddata_paired	Desulfobacterota_A	11509	P	77757	465	78222	0.04084
ERR1145759_1_kneaddata_paired	Deferribacterota	10822	P	66044	174	66218	0.03457
ERR1145759_1_kneaddata_paired	Actinobacteriota	615	P	33022	44	33066	0.01726
ERR1145759_1_kneaddata_paired	Firmicutes_I	18140	P	7346	2	7348	0.00384
ERR1145759_1_kneaddata_paired	Verrucomicrobiota	33333	P	3924	66	3990	0.00208
ERR1145759_1_kneaddata_paired	Proteobacteria	22518	P	3435	4	3439	0.00180
ERR1145759_1_kneaddata_paired	Cyanobacteria	9876	P	2796	6	2802	0.00146
ERR1145759_1_kneaddata_paired	Spirochaetota	32587	P	421	0	421	0.00022
ERR1145759_1_kneaddata_paired	Firmicutes_B	17289	P	149	3	152	0.00008
ERR1145759_1_kneaddata_paired	Campylobacterota	8700	P	46	0	46	0.00002
ERR1145759_1_kneaddata_paired	Firmicutes_C	17613	P	22	0	22	0.00001
ERR1145759_1_kneaddata_paired	Elusimicrobiota	11888	P	15	0	15	0.00001
ERR1145759_1_kneaddata_paired	Thermotogota	33086	P	2	0	2	0.00000
ERR1562569_1_kneaddata_paired	Firmicutes_A	14608	P	2634770	6510	2641280	0.90323
ERR1562569_1_kneaddata_paired	Bacteroidota	4587	P	224645	484	225129	0.07699
ERR1562569_1_kneaddata_paired	Firmicutes	12188	P	29583	153	29736	0.01017
ERR1562569_1_kneaddata_paired	Actinobacteriota	615	P	11396	12	11408	0.00390
ERR1562569_1_kneaddata_paired	Firmicutes_B	17289	P	9934	237	10171	0.00348
ERR1562569_1_kneaddata_paired	Deferribacterota	10822	P	2902	7	2909	0.00099
ERR1562569_1_kneaddata_paired	Verrucomicrobiota	33333	P	1923	70	1993	0.00068
ERR1562569_1_kneaddata_paired	Desulfobacterota_A	11509	P	572	23	595	0.00020
ERR1562569_1_kneaddata_paired	Proteobacteria	22518	P	526	3	529	0.00018
ERR1562569_1_kneaddata_paired	Cyanobacteria	9876	P	313	7	320	0.00011
ERR1562569_1_kneaddata_paired	Spirochaetota	32587	P	64	0	64	0.00002
ERR1562569_1_kneaddata_paired	Firmicutes_C	17613	P	50	0	50	0.00002
ERR1562569_1_kneaddata_paired	Campylobacterota	8700	P	41	0	41	0.00001
ERR1562569_1_kneaddata_paired	Firmicutes_I	18140	P	29	0	29	0.00001
ERR1562569_1_kneaddata_paired	Thermotogota	33086	P	6	0	6	0.00000
ERR1562569_1_kneaddata_paired	Elusimicrobiota	11888	P	4	0	4	0.00000
ERR1562570_1_kneaddata_paired	Firmicutes_A	14608	P	2634823	6351	2641174	0.92155
ERR1562570_1_kneaddata_paired	Bacteroidota	4587	P	176259	462	176721	0.06166
ERR1562570_1_kneaddata_paired	Firmicutes	12188	P	23505	110	23615	0.00824
ERR1562570_1_kneaddata_paired	Firmicutes_B	17289	P	9166	211	9377	0.00327
ERR1562570_1_kneaddata_paired	Actinobacteriota	615	P	8285	9	8294	0.00289
ERR1562570_1_kneaddata_paired	Deferribacterota	10822	P	3233	7	3240	0.00113
ERR1562570_1_kneaddata_paired	Verrucomicrobiota	33333	P	2164	76	2240	0.00078
ERR1562570_1_kneaddata_paired	Proteobacteria	22518	P	573	3	576	0.00020
ERR1562570_1_kneaddata_paired	Desulfobacterota_A	11509	P	345	14	359	0.00013
ERR1562570_1_kneaddata_paired	Cyanobacteria	9876	P	260	6	266	0.00009
ERR1562570_1_kneaddata_paired	Firmicutes_C	17613	P	54	0	54	0.00002
ERR1562570_1_kneaddata_paired	Spirochaetota	32587	P	34	0	34	0.00001
ERR1562570_1_kneaddata_paired	Firmicutes_I	18140	P	30	0	30	0.00001
ERR1562570_1_kneaddata_paired	Campylobacterota	8700	P	25	0	25	0.00001
ERR1562570_1_kneaddata_paired	Thermotogota	33086	P	7	0	7	0.00000
ERR1562570_1_kneaddata_paired	Elusimicrobiota	11888	P	5	0	5	0.00000
ERR1562571_1_kneaddata_paired	Firmicutes_A	14608	P	3108986	6779	3115765	0.91336
ERR1562571_1_kneaddata_paired	Bacteroidota	4587	P	246711	744	247455	0.07254
ERR1562571_1_kneaddata_paired	Verrucomicrobiota	33333	P	15904	713	16617	0.00487
ERR1562571_1_kneaddata_paired	Firmicutes_B	17289	P	13713	394	14107	0.00414
ERR1562571_1_kneaddata_paired	Firmicutes	12188	P	10986	181	11167	0.00327
ERR1562571_1_kneaddata_paired	Actinobacteriota	615	P	2509	5	2514	0.00074
ERR1562571_1_kneaddata_paired	Deferribacterota	10822	P	2372	6	2378	0.00070
ERR1562571_1_kneaddata_paired	Desulfobacterota_A	11509	P	525	19	544	0.00016
ERR1562571_1_kneaddata_paired	Proteobacteria	22518	P	309	1	310	0.00009
ERR1562571_1_kneaddata_paired	Cyanobacteria	9876	P	276	5	281	0.00008
ERR1562571_1_kneaddata_paired	Firmicutes_I	18140	P	53	0	53	0.00002
ERR1562571_1_kneaddata_paired	Firmicutes_C	17613	P	38	0	38	0.00001
ERR1562571_1_kneaddata_paired	Spirochaetota	32587	P	36	0	36	0.00001
ERR1562571_1_kneaddata_paired	Campylobacterota	8700	P	23	0	23	0.00001
ERR1562571_1_kneaddata_paired	Elusimicrobiota	11888	P	10	0	10	0.00000
ERR1562571_1_kneaddata_paired	Thermotogota	33086	P	2	0	2	0.00000
ERR1562572_1_kneaddata_paired	Firmicutes_A	14608	P	2954244	4296	2958540	0.69484
ERR1562572_1_kneaddata_paired	Bacteroidota	4587	P	1189148	6975	1196123	0.28092
ERR1562572_1_kneaddata_paired	Firmicutes	12188	P	48379	189	48568	0.01141
ERR1562572_1_kneaddata_paired	Actinobacteriota	615	P	29756	15	29771	0.00699
ERR1562572_1_kneaddata_paired	Firmicutes_B	17289	P	13641	261	13902	0.00327
ERR1562572_1_kneaddata_paired	Verrucomicrobiota	33333	P	6650	196	6846	0.00161
ERR1562572_1_kneaddata_paired	Proteobacteria	22518	P	1462	2	1464	0.00034
ERR1562572_1_kneaddata_paired	Deferribacterota	10822	P	1143	2	1145	0.00027
ERR1562572_1_kneaddata_paired	Cyanobacteria	9876	P	715	8	723	0.00017
ERR1562572_1_kneaddata_paired	Desulfobacterota_A	11509	P	515	15	530	0.00012
ERR1562572_1_kneaddata_paired	Campylobacterota	8700	P	73	0	73	0.00002
ERR1562572_1_kneaddata_paired	Firmicutes_I	18140	P	60	0	60	0.00001
ERR1562572_1_kneaddata_paired	Spirochaetota	32587	P	57	0	57	0.00001
ERR1562572_1_kneaddata_paired	Firmicutes_C	17613	P	51	0	51	0.00001
ERR1562572_1_kneaddata_paired	Elusimicrobiota	11888	P	10	0	10	0.00000
ERR1562572_1_kneaddata_paired	Thermotogota	33086	P	2	0	2	0.00000
ERR1562573_1_kneaddata_paired	Firmicutes_A	14608	P	4299335	10376	4309711	0.82386
ERR1562573_1_kneaddata_paired	Bacteroidota	4587	P	843071	4234	847305	0.16197
ERR1562573_1_kneaddata_paired	Firmicutes	12188	P	42191	203	42394	0.00810
ERR1562573_1_kneaddata_paired	Actinobacteriota	615	P	14497	7	14504	0.00277
ERR1562573_1_kneaddata_paired	Firmicutes_B	17289	P	10051	212	10263	0.00196
ERR1562573_1_kneaddata_paired	Deferribacterota	10822	P	1887	4	1891	0.00036
ERR1562573_1_kneaddata_paired	Verrucomicrobiota	33333	P	1760	56	1816	0.00035
ERR1562573_1_kneaddata_paired	Proteobacteria	22518	P	1361	10	1371	0.00026
ERR1562573_1_kneaddata_paired	Cyanobacteria	9876	P	851	18	869	0.00017
ERR1562573_1_kneaddata_paired	Desulfobacterota_A	11509	P	603	36	639	0.00012
ERR1562573_1_kneaddata_paired	Firmicutes_C	17613	P	104	0	104	0.00002
ERR1562573_1_kneaddata_paired	Campylobacterota	8700	P	83	0	83	0.00002
ERR1562573_1_kneaddata_paired	Spirochaetota	32587	P	77	0	77	0.00001
ERR1562573_1_kneaddata_paired	Firmicutes_I	18140	P	63	0	63	0.00001
ERR1562573_1_kneaddata_paired	Elusimicrobiota	11888	P	9	0	9	0.00000
ERR1562573_1_kneaddata_paired	Thermotogota	33086	P	3	0	3	0.00000
ERR1562574_1_kneaddata_paired	Firmicutes_A	14608	P	4015842	6203	4022045	0.76854
ERR1562574_1_kneaddata_paired	Bacteroidota	4587	P	1136659	7779	1144438	0.21868
ERR1562574_1_kneaddata_paired	Actinobacteriota	615	P	25083	14	25097	0.00480
ERR1562574_1_kneaddata_paired	Firmicutes_B	17289	P	15389	328	15717	0.00300
ERR1562574_1_kneaddata_paired	Firmicutes	12188	P	15011	128	15139	0.00289
ERR1562574_1_kneaddata_paired	Verrucomicrobiota	33333	P	6980	231	7211	0.00138
ERR1562574_1_kneaddata_paired	Deferribacterota	10822	P	1308	2	1310	0.00025
ERR1562574_1_kneaddata_paired	Proteobacteria	22518	P	812	1	813	0.00016
ERR1562574_1_kneaddata_paired	Desulfobacterota_A	11509	P	698	23	721	0.00014
ERR1562574_1_kneaddata_paired	Cyanobacteria	9876	P	639	7	646	0.00012
ERR1562574_1_kneaddata_paired	Firmicutes_I	18140	P	80	0	80	0.00002
ERR1562574_1_kneaddata_paired	Spirochaetota	32587	P	63	0	63	0.00001
ERR1562574_1_kneaddata_paired	Firmicutes_C	17613	P	48	0	48	0.00001
ERR1562574_1_kneaddata_paired	Campylobacterota	8700	P	45	0	45	0.00001
ERR1562574_1_kneaddata_paired	Elusimicrobiota	11888	P	11	0	11	0.00000
ERR1562574_1_kneaddata_paired	Thermotogota	33086	P	3	0	3	0.00000
ERR1562575_1_kneaddata_paired	Firmicutes_A	14608	P	3575239	12501	3587740	0.83147
ERR1562575_1_kneaddata_paired	Bacteroidota	4587	P	654815	2625	657440	0.15236
ERR1562575_1_kneaddata_paired	Verrucomicrobiota	33333	P	22180	1225	23405	0.00542
ERR1562575_1_kneaddata_paired	Firmicutes	12188	P	19836	246	20082	0.00465
ERR1562575_1_kneaddata_paired	Firmicutes_B	17289	P	15586	557	16143	0.00374
ERR1562575_1_kneaddata_paired	Deferribacterota	10822	P	4724	17	4741	0.00110
ERR1562575_1_kneaddata_paired	Actinobacteriota	615	P	3010	10	3020	0.00070
ERR1562575_1_kneaddata_paired	Proteobacteria	22518	P	751	2	753	0.00017
ERR1562575_1_kneaddata_paired	Cyanobacteria	9876	P	741	23	764	0.00018
ERR1562575_1_kneaddata_paired	Desulfobacterota_A	11509	P	551	43	594	0.00014
ERR1562575_1_kneaddata_paired	Spirochaetota	32587	P	69	0	69	0.00002
ERR1562575_1_kneaddata_paired	Firmicutes_C	17613	P	62	0	62	0.00001
ERR1562575_1_kneaddata_paired	Firmicutes_I	18140	P	53	0	53	0.00001
ERR1562575_1_kneaddata_paired	Campylobacterota	8700	P	41	0	41	0.00001
ERR1562575_1_kneaddata_paired	Elusimicrobiota	11888	P	4	0	4	0.00000
ERR1562575_1_kneaddata_paired	Thermotogota	33086	P	3	0	3	0.00000
ERR1562576_1_kneaddata_paired	Firmicutes_A	14608	P	3343160	8602	3351762	0.89265
ERR1562576_1_kneaddata_paired	Bacteroidota	4587	P	362232	1653	363885	0.09691
ERR1562576_1_kneaddata_paired	Firmicutes	12188	P	20623	110	20733	0.00552
ERR1562576_1_kneaddata_paired	Firmicutes_B	17289	P	6875	154	7029	0.00187
ERR1562576_1_kneaddata_paired	Verrucomicrobiota	33333	P	3709	127	3836	0.00102
ERR1562576_1_kneaddata_paired	Actinobacteriota	615	P	3306	7	3313	0.00088
ERR1562576_1_kneaddata_paired	Deferribacterota	10822	P	2634	6	2640	0.00070
ERR1562576_1_kneaddata_paired	Proteobacteria	22518	P	743	3	746	0.00020
ERR1562576_1_kneaddata_paired	Desulfobacterota_A	11509	P	402	17	419	0.00011
ERR1562576_1_kneaddata_paired	Cyanobacteria	9876	P	316	6	322	0.00009
ERR1562576_1_kneaddata_paired	Firmicutes_C	17613	P	49	0	49	0.00001
ERR1562576_1_kneaddata_paired	Campylobacterota	8700	P	39	0	39	0.00001
